Red Signal, IR Signal
127168.000000, 155526.000000
127137.000000, 155475.000000
127206.000000, 155642.000000
127293.000000, 155904.000000
127299.000000, 156008.000000
127220.000000, 155903.000000
127174.000000, 155800.000000
127141.000000, 155761.000000
127164.000000, 155821.000000
127258.000000, 155980.000000
127389.000000, 156244.000000
127551.000000, 156598.000000
127699.000000, 156967.000000
127822.000000, 157280.000000
127832.000000, 157301.000000
127636.000000, 156780.000000
127338.000000, 155986.000000
127085.000000, 155322.000000
126934.000000, 154913.000000
126852.000000, 154695.000000
126865.000000, 154711.000000
126946.000000, 154905.000000
127008.000000, 155063.000000
127067.000000, 155206.000000
127156.000000, 155412.000000
127267.000000, 155697.000000
127389.000000, 156033.000000
127512.000000, 156339.000000
127608.000000, 156579.000000
127688.000000, 156811.000000
127767.000000, 157031.000000
127828.000000, 157205.000000
127868.000000, 157320.000000
127027.000000, 155134.000000
127049.000000, 155217.000000
127105.000000, 155396.000000
127174.000000, 155563.000000
127212.000000, 155669.000000
127231.000000, 155712.000000
127249.000000, 155797.000000
127298.000000, 155920.000000
127362.000000, 156096.000000
127425.000000, 156269.000000
127495.000000, 156467.000000
127555.000000, 156650.000000
127638.000000, 156848.000000
127674.000000, 156983.000000
127680.000000, 157015.000000
127550.000000, 156662.000000
127256.000000, 155884.000000
127008.000000, 155209.000000
126887.000000, 154892.000000
126820.000000, 154733.000000
126825.000000, 154724.000000
126878.000000, 154856.000000
126950.000000, 155051.000000
127003.000000, 155192.000000
127025.000000, 155266.000000
127067.000000, 155379.000000
127131.000000, 155560.000000
127203.000000, 155739.000000
127259.000000, 155944.000000
127355.000000, 156183.000000
127431.000000, 156395.000000
127467.000000, 156531.000000
127466.000000, 156561.000000
127506.000000, 156670.000000
127470.000000, 156577.000000
127266.000000, 156057.000000
127066.000000, 155540.000000
126937.000000, 155212.000000
126896.000000, 155105.000000
126907.000000, 155136.000000
126947.000000, 155253.000000
126992.000000, 155363.000000
127016.000000, 155446.000000
127037.000000, 155542.000000
127076.000000, 155639.000000
127129.000000, 155767.000000
127175.000000, 155894.000000
127231.000000, 156044.000000
127274.000000, 156167.000000
127305.000000, 156285.000000
127359.000000, 156440.000000
127410.000000, 156578.000000
127386.000000, 156534.000000
127202.000000, 156055.000000
126999.000000, 155520.000000
126879.000000, 155216.000000
126848.000000, 155141.000000
126836.000000, 155130.000000
126854.000000, 155173.000000
126918.000000, 155353.000000
126990.000000, 155521.000000
127020.000000, 155618.000000
127035.000000, 155679.000000
127084.000000, 155806.000000
127148.000000, 155985.000000
127220.000000, 156168.000000
127277.000000, 156329.000000
127319.000000, 156444.000000
127390.000000, 156612.000000
127448.000000, 156794.000000
127511.000000, 156921.000000
127529.000000, 156990.000000
127442.000000, 156761.000000
127244.000000, 156242.000000
127077.000000, 155790.000000
126970.000000, 155521.000000
126918.000000, 155413.000000
126925.000000, 155434.000000
126979.000000, 155591.000000
127054.000000, 155772.000000
127100.000000, 155903.000000
127130.000000, 155981.000000
127137.000000, 156012.000000
127137.000000, 156058.000000
127173.000000, 156154.000000
127235.000000, 156326.000000
127296.000000, 156485.000000
127331.000000, 156597.000000
127359.000000, 156692.000000
127401.000000, 156797.000000
127450.000000, 156939.000000
127486.000000, 157060.000000
127477.000000, 157037.000000
127308.000000, 156594.000000
127112.000000, 156071.000000
126973.000000, 155720.000000
126921.000000, 155591.000000
126903.000000, 155538.000000
126903.000000, 155555.000000
126920.000000, 155624.000000
127072.000000, 155970.000000
127094.000000, 156070.000000
127121.000000, 156169.000000
127174.000000, 156294.000000
127220.000000, 156425.000000
127294.000000, 156591.000000
127360.000000, 156752.000000
127332.000000, 156659.000000
127138.000000, 156125.000000
126924.000000, 155567.000000
126817.000000, 155260.000000
126765.000000, 155139.000000
126747.000000, 155084.000000
126774.000000, 155139.000000
126819.000000, 155274.000000
126837.000000, 155340.000000
126840.000000, 155339.000000
126849.000000, 155351.000000
126884.000000, 155470.000000
126955.000000, 155635.000000
127023.000000, 155804.000000
127080.000000, 155940.000000
127123.000000, 156056.000000
127172.000000, 156196.000000
127228.000000, 156329.000000
127225.000000, 156310.000000
127033.000000, 155802.000000
126796.000000, 155155.000000
126652.000000, 154774.000000
126626.000000, 154661.000000
126616.000000, 154664.000000
126669.000000, 154779.000000
126775.000000, 155038.000000
126863.000000, 155243.000000
126900.000000, 155344.000000
126898.000000, 155340.000000
126906.000000, 155379.000000
126956.000000, 155503.000000
127039.000000, 155687.000000
127097.000000, 155856.000000
127128.000000, 155955.000000
127181.000000, 156086.000000
127243.000000, 156266.000000
127317.000000, 156451.000000
127363.000000, 156577.000000
127199.000000, 156157.000000
126971.000000, 155534.000000
126823.000000, 155114.000000
126767.000000, 154965.000000
126769.000000, 154957.000000
126813.000000, 155086.000000
126933.000000, 155376.000000
127033.000000, 155635.000000
127091.000000, 155773.000000
127145.000000, 155882.000000
127184.000000, 156000.000000
127215.000000, 156113.000000
127326.000000, 156407.000000
127461.000000, 156743.000000
127556.000000, 157008.000000
127625.000000, 157186.000000
127695.000000, 157367.000000
127734.000000, 157503.000000
127723.000000, 157466.000000
127579.000000, 157108.000000
127344.000000, 156473.000000
127099.000000, 155871.000000
126959.000000, 155464.000000
127323.000000, 157015.000000
127121.000000, 156514.000000
126952.000000, 156061.000000
126856.000000, 155821.000000
126806.000000, 155721.000000
126802.000000, 155712.000000
126826.000000, 155783.000000
126867.000000, 155922.000000
126906.000000, 156009.000000
126905.000000, 156019.000000
126916.000000, 156054.000000
126922.000000, 156101.000000
126945.000000, 156174.000000
126993.000000, 156288.000000
127020.000000, 156392.000000
127066.000000, 156535.000000
127115.000000, 156688.000000
127180.000000, 156846.000000
127174.000000, 156845.000000
127005.000000, 156430.000000
126839.000000, 156003.000000
126746.000000, 155780.000000
126710.000000, 155739.000000
126697.000000, 155746.000000
126693.000000, 155761.000000
126699.000000, 155816.000000
126705.000000, 155839.000000
126675.000000, 155805.000000
126664.000000, 155789.000000
126664.000000, 155826.000000
126696.000000, 155887.000000
126727.000000, 155972.000000
126853.000000, 156295.000000
126891.000000, 156400.000000
126912.000000, 156483.000000
126833.000000, 156301.000000
126682.000000, 155885.000000
126556.000000, 155570.000000
126500.000000, 155440.000000
126488.000000, 155415.000000
126491.000000, 155441.000000
126505.000000, 155513.000000
126531.000000, 155574.000000
126531.000000, 155584.000000
126554.000000, 155634.000000
126570.000000, 155676.000000
126614.000000, 155768.000000
126645.000000, 155852.000000
126686.000000, 155949.000000
126724.000000, 156053.000000
126790.000000, 156197.000000
126850.000000, 156346.000000
126882.000000, 156414.000000
126792.000000, 156149.000000
126617.000000, 155696.000000
126479.000000, 155346.000000
126412.000000, 155190.000000
126376.000000, 155112.000000
126383.000000, 155112.000000
126397.000000, 155152.000000
126393.000000, 155162.000000
126379.000000, 155137.000000
126378.000000, 155131.000000
126402.000000, 155166.000000
126424.000000, 155229.000000
126446.000000, 155293.000000
126473.000000, 155385.000000
126544.000000, 155519.000000
126596.000000, 155653.000000
126650.000000, 155802.000000
126717.000000, 155939.000000
126647.000000, 155717.000000
126466.000000, 155257.000000
126351.000000, 154922.000000
126281.000000, 154729.000000
126246.000000, 154636.000000
126243.000000, 154631.000000
126312.000000, 154785.000000
126366.000000, 154916.000000
126365.000000, 154917.000000
126351.000000, 154910.000000
126391.000000, 155001.000000
126436.000000, 155133.000000
126500.000000, 155310.000000
126578.000000, 155513.000000
126611.000000, 155632.000000
126645.000000, 155733.000000
126687.000000, 155841.000000
126734.000000, 155930.000000
126675.000000, 155780.000000
126466.000000, 155228.000000
126238.000000, 154606.000000
126077.000000, 154193.000000
125976.000000, 153920.000000
125897.000000, 153730.000000
125901.000000, 153707.000000
125957.000000, 153835.000000
126030.000000, 153958.000000
126078.000000, 154033.000000
126124.000000, 154111.000000
126211.000000, 154264.000000
126300.000000, 154444.000000
126377.000000, 154583.000000
126452.000000, 154746.000000
126541.000000, 154926.000000
126609.000000, 155087.000000
126666.000000, 155217.000000
126682.000000, 155234.000000
126549.000000, 154829.000000
126350.000000, 154206.000000
126249.000000, 153836.000000
126249.000000, 153759.000000
126306.000000, 153920.000000
126440.000000, 154269.000000
126552.000000, 154543.000000
126605.000000, 154676.000000
126669.000000, 154837.000000
126749.000000, 155012.000000
126781.000000, 155072.000000
126815.000000, 155144.000000
126903.000000, 155359.000000
126969.000000, 155540.000000
127050.000000, 155752.000000
127065.000000, 155783.000000
127083.000000, 155836.000000
127036.000000, 155723.000000
126870.000000, 155254.000000
126652.000000, 154693.000000
126492.000000, 154291.000000
126462.000000, 154203.000000
126470.000000, 154238.000000
126520.000000, 154383.000000
126764.000000, 154999.000000
126811.000000, 155108.000000
126829.000000, 155189.000000
126878.000000, 155320.000000
126925.000000, 155448.000000
126984.000000, 155568.000000
127003.000000, 155661.000000
126929.000000, 155428.000000
126722.000000, 154834.000000
126529.000000, 154339.000000
126467.000000, 154151.000000
126448.000000, 154086.000000
126455.000000, 154086.000000
126511.000000, 154228.000000
126593.000000, 154433.000000
126669.000000, 154604.000000
126694.000000, 154663.000000
126719.000000, 154692.000000
126751.000000, 154779.000000
126818.000000, 154950.000000
126904.000000, 155160.000000
127011.000000, 155423.000000
127127.000000, 155700.000000
127202.000000, 155888.000000
127272.000000, 156067.000000
127324.000000, 156194.000000
127186.000000, 155842.000000
127008.000000, 155360.000000
126889.000000, 155022.000000
126831.000000, 154855.000000
126819.000000, 154818.000000
126846.000000, 154889.000000
126895.000000, 155032.000000
126955.000000, 155173.000000
126972.000000, 155240.000000
126991.000000, 155265.000000
126979.000000, 155260.000000
126996.000000, 155337.000000
127065.000000, 155511.000000
127111.000000, 155630.000000
127181.000000, 155794.000000
127230.000000, 155918.000000
127283.000000, 156059.000000
127321.000000, 156162.000000
127247.000000, 155952.000000
127101.000000, 155539.000000
127005.000000, 155305.000000
126964.000000, 155191.000000
127004.000000, 155285.000000
127034.000000, 155370.000000
127125.000000, 155566.000000
127157.000000, 155665.000000
127133.000000, 155615.000000
127139.000000, 155607.000000
127141.000000, 155650.000000
127229.000000, 155845.000000
127244.000000, 155909.000000
127265.000000, 155974.000000
127283.000000, 156055.000000
127306.000000, 156143.000000
127373.000000, 156295.000000
127353.000000, 156256.000000
127222.000000, 155897.000000
127042.000000, 155405.000000
126945.000000, 155167.000000
126937.000000, 155157.000000
126936.000000, 155150.000000
126949.000000, 155193.000000
126985.000000, 155262.000000
127005.000000, 155328.000000
127025.000000, 155379.000000
127060.000000, 155456.000000
127112.000000, 155607.000000
127185.000000, 155794.000000
127238.000000, 155935.000000
127266.000000, 156037.000000
127293.000000, 156121.000000
127344.000000, 156233.000000
127384.000000, 156358.000000
127377.000000, 156336.000000
127229.000000, 155922.000000
127036.000000, 155411.000000
126911.000000, 155090.000000
126893.000000, 155011.000000
126874.000000, 154975.000000
126903.000000, 155049.000000
126924.000000, 155132.000000
126993.000000, 155276.000000
126964.000000, 155227.000000
127003.000000, 155302.000000
127082.000000, 155471.000000
127074.000000, 155454.000000
127098.000000, 155510.000000
127152.000000, 155639.000000
127237.000000, 155883.000000
127281.000000, 156001.000000
127348.000000, 156147.000000
127383.000000, 156252.000000
127332.000000, 156081.000000
127182.000000, 155658.000000
127185.000000, 155650.000000
127211.000000, 155690.000000
127249.000000, 155750.000000
127279.000000, 155823.000000
127305.000000, 155905.000000
127354.000000, 156034.000000
127409.000000, 156185.000000
127437.000000, 156274.000000
127489.000000, 156403.000000
127533.000000, 156524.000000
127486.000000, 156384.000000
127268.000000, 155783.000000
127084.000000, 155227.000000
126938.000000, 154889.000000
126908.000000, 154804.000000
126905.000000, 154801.000000
126998.000000, 155036.000000
127063.000000, 155196.000000
127082.000000, 155241.000000
127093.000000, 155266.000000
127108.000000, 155304.000000
127159.000000, 155437.000000
127223.000000, 155604.000000
127293.000000, 155793.000000
127345.000000, 155928.000000
127394.000000, 156062.000000
127434.000000, 156139.000000
127452.000000, 156188.000000
127304.000000, 155786.000000
127054.000000, 155144.000000
126860.000000, 154603.000000
126770.000000, 154356.000000
126775.000000, 154342.000000
126804.000000, 154399.000000
126882.000000, 154594.000000
126968.000000, 154778.000000
127004.000000, 154854.000000
127052.000000, 154984.000000
127078.000000, 155031.000000
127126.000000, 155164.000000
127237.000000, 155465.000000
127346.000000, 155737.000000
127454.000000, 156000.000000
127533.000000, 156216.000000
127593.000000, 156397.000000
127616.000000, 156478.000000
127583.000000, 156356.000000
127362.000000, 155791.000000
127114.000000, 155127.000000
126994.000000, 154789.000000
126924.000000, 154601.000000
126878.000000, 154488.000000
126882.000000, 154513.000000
126940.000000, 154659.000000
126983.000000, 154781.000000
126996.000000, 154814.000000
126981.000000, 154765.000000
126956.000000, 154730.000000
126974.000000, 154808.000000
127029.000000, 154951.000000
127091.000000, 155085.000000
127112.000000, 155157.000000
127141.000000, 155213.000000
127168.000000, 155303.000000
127205.000000, 155402.000000
127195.000000, 155417.000000
127063.000000, 155081.000000
126844.000000, 154464.000000
126358.000000, 153407.000000
126352.000000, 153383.000000
126391.000000, 153479.000000
126454.000000, 153615.000000
126530.000000, 153800.000000
126590.000000, 153951.000000
126646.000000, 154084.000000
126695.000000, 154190.000000
126726.000000, 154285.000000
126765.000000, 154397.000000
126827.000000, 154545.000000
126877.000000, 154685.000000
126921.000000, 154794.000000
126971.000000, 154911.000000
127013.000000, 155040.000000
127036.000000, 155127.000000
126988.000000, 154970.000000
126832.000000, 154549.000000
126692.000000, 154190.000000
126625.000000, 153993.000000
126592.000000, 153936.000000
126618.000000, 153951.000000
126659.000000, 154060.000000
126692.000000, 154158.000000
126710.000000, 154206.000000
126737.000000, 154240.000000
126751.000000, 154286.000000
126778.000000, 154356.000000
126814.000000, 154443.000000
126838.000000, 154543.000000
126900.000000, 154660.000000
126932.000000, 154755.000000
127005.000000, 154950.000000
126879.000000, 154618.000000
126703.000000, 154148.000000
126596.000000, 153845.000000
126558.000000, 153713.000000
126528.000000, 153649.000000
126571.000000, 153710.000000
126627.000000, 153829.000000
126668.000000, 153910.000000
126698.000000, 153997.000000
126728.000000, 154064.000000
126736.000000, 154081.000000
126757.000000, 154148.000000
126809.000000, 154285.000000
126864.000000, 154407.000000
126872.000000, 154451.000000
126896.000000, 154522.000000
126931.000000, 154593.000000
126910.000000, 154560.000000
126787.000000, 154202.000000
126602.000000, 153686.000000
126487.000000, 153354.000000
126437.000000, 153200.000000
126435.000000, 153161.000000
126469.000000, 153229.000000
126522.000000, 153355.000000
126584.000000, 153445.000000
126611.000000, 153533.000000
126659.000000, 153627.000000
126717.000000, 153774.000000
126773.000000, 153931.000000
126840.000000, 154079.000000
126909.000000, 154259.000000
126975.000000, 154418.000000
127026.000000, 154584.000000
127087.000000, 154747.000000
127155.000000, 154900.000000
127085.000000, 154736.000000
126903.000000, 154194.000000
126737.000000, 153757.000000
126670.000000, 153568.000000
126674.000000, 153546.000000
126721.000000, 153633.000000
126788.000000, 153814.000000
126851.000000, 153982.000000
126887.000000, 154065.000000
126917.000000, 154128.000000
126935.000000, 154195.000000
126975.000000, 154286.000000
127015.000000, 154389.000000
127062.000000, 154512.000000
127123.000000, 154649.000000
127142.000000, 154750.000000
127175.000000, 154849.000000
127221.000000, 154952.000000
127226.000000, 154991.000000
127140.000000, 154708.000000
126918.000000, 154108.000000
126751.000000, 153624.000000
126673.000000, 153418.000000
126674.000000, 153386.000000
126693.000000, 153431.000000
126763.000000, 153589.000000
126797.000000, 153701.000000
126825.000000, 153748.000000
126863.000000, 153848.000000
126902.000000, 153960.000000
126942.000000, 154057.000000
127136.000000, 155365.000000
127146.000000, 155387.000000
127206.000000, 155514.000000
127228.000000, 155557.000000
127232.000000, 155522.000000
127247.000000, 155533.000000
127274.000000, 155571.000000
127314.000000, 155671.000000
127340.000000, 155739.000000
127367.000000, 155794.000000
127396.000000, 155873.000000
127438.000000, 155974.000000
127458.000000, 156030.000000
127466.000000, 156080.000000
127478.000000, 156096.000000
127380.000000, 155830.000000
127192.000000, 155357.000000
127086.000000, 155041.000000
127051.000000, 154931.000000
127036.000000, 154869.000000
127040.000000, 154875.000000
127087.000000, 155001.000000
127151.000000, 155155.000000
127197.000000, 155274.000000
127210.000000, 155304.000000
127210.000000, 155299.000000
127234.000000, 155329.000000
127273.000000, 155395.000000
127343.000000, 155526.000000
127423.000000, 155708.000000
127536.000000, 155984.000000
127627.000000, 156225.000000
127472.000000, 155791.000000
127291.000000, 155321.000000
127208.000000, 155113.000000
127208.000000, 155116.000000
127230.000000, 155207.000000
127309.000000, 155392.000000
127357.000000, 155540.000000
127386.000000, 155587.000000
127398.000000, 155624.000000
127421.000000, 155684.000000
127455.000000, 155761.000000
127484.000000, 155841.000000
127524.000000, 155936.000000
127562.000000, 156040.000000
127598.000000, 156138.000000
127640.000000, 156229.000000
127645.000000, 156246.000000
127510.000000, 155854.000000
127275.000000, 155221.000000
127109.000000, 154772.000000
127031.000000, 154557.000000
126993.000000, 154464.000000
126995.000000, 154466.000000
127024.000000, 154548.000000
127061.000000, 154631.000000
127107.000000, 154763.000000
127147.000000, 154883.000000
127192.000000, 154992.000000
127244.000000, 155100.000000
127278.000000, 155186.000000
127324.000000, 155324.000000
127398.000000, 155511.000000
127466.000000, 155692.000000
127523.000000, 155818.000000
127540.000000, 155873.000000
127419.000000, 155530.000000
127207.000000, 154923.000000
127071.000000, 154503.000000
127032.000000, 154349.000000
127037.000000, 154355.000000
127092.000000, 154482.000000
127188.000000, 154722.000000
127258.000000, 154911.000000
127297.000000, 154993.000000
127309.000000, 155028.000000
127329.000000, 155107.000000
127399.000000, 155278.000000
127442.000000, 155404.000000
127451.000000, 155435.000000
127438.000000, 155413.000000
127437.000000, 155429.000000
127483.000000, 155529.000000
127530.000000, 155660.000000
127468.000000, 155519.000000
127280.000000, 154973.000000
127087.000000, 154434.000000
126991.000000, 154166.000000
126980.000000, 154159.000000
126994.000000, 154188.000000
127037.000000, 154298.000000
127086.000000, 154423.000000
127112.000000, 154486.000000
127140.000000, 154530.000000
127186.000000, 154661.000000
127259.000000, 154830.000000
127310.000000, 154960.000000
127371.000000, 155075.000000
127428.000000, 155225.000000
